画像URL,cassettemain_subimg_URL,支払総額,車両本体価格,年式,走行距離,車検,修復歴,保証,タイトル,色,都道府県,店舗
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6529787599/index.html,"174.9
																									万円","157.8
																								万円","2023
(R05)","5.7
万km",車検整備無,なし,保証無,シエンタ 1.5 G 7人乗り　純正8インチディスプレイ　バックカメラ　両側電動スライドドア　LEDヘッドライト　セーフティセンス　ETC　プッシュスタート,黒,岡山県,Ｇ－ＡＦＴＥＲ ＭＥＧＡ東岡山店
,,"109
																									万円","98.0
																								万円","2017
(H29)","6.8
万km",2026(R08)年09月,なし,保証付,シエンタ 1.5 X 社外SDナビ&地デジTV　CD再生・USB対応　バックカメラ　ABS　両席エアバック　横滑り防止　ETC　電動スライドドア　LEDオートライト&フォグランプ　UVカットガラス　3列シート7人乗り　タイミングチェーン　禁煙車,茶真珠,三重県,（株）オートモール ヴァーサス伊勢店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6829359611/index.html,"125.8
																									万円","119.5
																								万円","2016
(H28)","6
万km",車検整備付,なし,保証付,シエンタ ハイブリッド 1.5 G 純正SDナビ フルセグTV 両側パワースライドドア プリクラッシュセーフティ シートヒーター ドライブレコーダー レーンキープアシスト LEDヘッドライト オートライト ETC　純正アルミ スマートキー プッシュスタート,赤Ｍ,大阪府,ガリバー 茨木店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6679093260/index.html,"136.9
																									万円","127.5
																								万円","2019
(R01)","3.5
万km",2026(R08)年09月,なし,保証付,シエンタ 1.5 ファンベース X 後期モデル 純正ナビ TV Bluetooth対応 左側パワースライドドア　キーレスキー　ETC　アイドリングストップ　AM/FMラジオ　マニュアルエアコン　パワーウインドウ,青Ｍ,三重県,リバティ イオンタウン松阪船江店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6788658883/index.html,"204
																									万円","186.9
																								万円","2023
(R05)","1.6
万km",車検整備無,なし,保証無,シエンタ 1.5 G 禁煙車　純正ディスプレイオーディオ　LEDヘッドライト　360°カメラ　両側電動スライドドア　衝突軽減ブレーキシステム　レーダークルーズコントロール　ETC　ブラインドスポットモニター,黒黒,千葉県,Ｇ－ＡＦＴＥＲ 成田店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6839077881/index.html,"97.8
																									万円","79.8
																								万円","2017
(H29)","4.9
万km",車検整備無,あり,保証付,シエンタ ハイブリッド 1.5 G 両側オートスライド ブレーキサポート,赤,神奈川県,ＣＡＲ　ＢＡＮＫ　ＲＩＧＨＴ
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6717688006/index.html,"114.9
																									万円","108.6
																								万円","2017
(H29)","4.2
万km",車検整備付,なし,保証付,シエンタ 1.5 X トヨタセーフティセンス　純正ナビ　バックカメラ　アルミホイール　片側パワースライド　ETC　フルセグ　衝突軽減システム　スマートキー　プッシュスタート オートマチックハイビーム　レーンキープアシスト,黄,愛知県,ガリバー 名古屋茶屋店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6594175252/index.html,"96.4
																									万円","87.1
																								万円","2016
(H28)","4.7
万km",車検整備付,なし,保証付,シエンタ 1.5 G 両側電動 純正ナビ LEDヘッドライト プッシュスタート スマートキー バックカメラ ビルトインETC Bluetooth オートエアコン フルセグTV フォグランプ アイドリングストップ 電動格納ミラー ウィンカーミラー,青Ｍ,大阪府,Ｋ　Ｐｒｏｄｕｃｅ　ｎｉｃｅ　　ケイ　プロデュース　ナイス コンパクト・ハイブリッド専門店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6815553393/index.html,"135.9
																									万円","126.6
																								万円","2018
(H30)","6.8
万km",2027(R09)年01月,なし,保証付,シエンタ ハイブリッド 1.5 G クエロ 禁煙車 両側電動ドア 純正ナビ バックカメラ 衝突軽減 合皮シート シートヒーター コーナーセンサー 車線逸脱警報 スマートキー LEDヘッド ETC オートライト Bluetooth フルセグ,茶Ｍ,愛知県,ネクステージ 江南店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6767687931/index.html,"89.6
																									万円","75.5
																								万円","2015
(H27)","8.7
万km",車検整備付,なし,保証付,シエンタ 1.5 G 禁煙　両側電動ドア　純正ナビ　スマートキー　LEDヘッド　ビルトインETC　純正15インチアルミ　オートライト　オートエアコン　Bluetooth　CD　DVD再生　フルセグ,黒,大分県,ネクステージ 大分店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6777356556/index.html,"119.9
																									万円","103.9
																								万円","2018
(H30)","6.5
万km",車検整備無,なし,保証無,シエンタ ハイブリッド 1.5 G 禁煙車　後期型　純正ナビ　フルセグTV　バックカメラ　クルーズコントロール　100V電源　ETC　電動格納ミラー　クリアランスソナー　Bluetooth接続　両側電動スライドドア　スマートキー　ABS,緑,千葉県,Ｇ－ＡＦＴＥＲ ＭＥＧＡ千葉北インター店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6727255794/index.html,"189.7
																									万円","172.6
																								万円","2022
(R04)","3.3
万km",車検整備無,なし,保証無,シエンタ 1.5 G 7人乗　禁煙車　純正8型ディスプレイオーディオ　Bカメラ　両側電動スライドドア　衝突軽減　レーダークルコン　ブラインドスポットモニター　クリアランスソナー　レーンアシスト,黒,栃木県,Ｇ－ＡＦＴＥＲ ＭＥＧＡ佐野厄除大師店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6831232985/index.html,"129.8
																									万円","127.1
																								万円","2018
(H30)","6.4
万km",2026(R08)年07月,なし,保証付,シエンタ 1.5 G ナビ・Bluetooth接続・バックカメラ・両側パワースライドドア・前方ドライブレコーダー・ETC・ヘッドライトレベライザー・スマートキー・アイドリングストップ・ステアリングスイッチ・フロアマット,白真珠,兵庫県,ガリバー 垂水店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6857490013/index.html,"224.8
																									万円","218.5
																								万円","2021
(R03)","3
万km",車検整備付,なし,保証付,シエンタ ハイブリッド 1.5 G クエロ 修復歴無し,黒Ｍ,愛知県,ガリバー １号知立店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6839428251/index.html,"139.9
																									万円","125.7
																								万円","2017
(H29)","5.1
万km",車検整備付,なし,保証付,シエンタ 1.5 X 4WD SDナビ　電動スライドドア　寒冷地仕様　禁煙車　スマートキー　LEDヘッド　ビルトインETC　純正15インチアルミ　Bluetooth再生　DVD再生　フルセグ　プライバシーガラス　バニティミラー,真珠白,北海道,ネクステージ 帯広店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6685693932/index.html,"77.8
																									万円","59.8
																								万円","2016
(H28)","9.7
万km",車検整備無,なし,保証付,シエンタ 1.5 X Vパッケージ 4WD メモリーナビ 熱線付ワイパー ETC 修復無し,桃,宮城県,ＣＡＲ　ＢＡＮＫ　ＲＩＧＨＴ　ベース仙台店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6693979567/index.html,"229.6
																									万円","220.1
																								万円","2023
(R05)","3.2
万km",2026(R08)年09月,なし,保証無,シエンタ ハイブリッド 1.5 G 7人乗り　純正10.5型ディスプレイオーディオ　天井サーキュレーター　フルセグTV　バックカメラ　トヨタセーフティセンス　両側電動スライドドア　スマートキー　プッシュスタート　電動格納ミラー,II灰青,千葉県,Ｇ－ＡＦＴＥＲ 木更津店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6813819882/index.html,"108
																									万円","99.8
																								万円","2015
(H27)","5.7
万km",車検整備付,なし,保証付,シエンタ ハイブリッド 1.5 G TOYOTAセーフティーセンス 純正ナビ 両側電動スライドドア シートヒーター ETC LEDヘッドライト Bカメラ Bluetooth ドラレコ フォグ フルセグTV プッシュスタート スマートキー オートエアコン アイドリングストップ,青Ｍ,大阪府,Ｋ　Ｐｒｏｄｕｃｅ　ｎｉｃｅ　　ケイ　プロデュース　ナイス コンパクト・ハイブリッド専門店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6859572165/index.html,"100
																									万円","92.0
																								万円","2016
(H28)","7.8
万km",2027(R09)年12月,なし,保証付,シエンタ 1.5 G 禁煙車・ワンタッチ両側電動スライドドア・ナビ・地デジ・バックカメラ・ETC・スマートキー・シートヒーター,黒Ｍ,愛知県,（株）ホンダカーズ東海 八事店
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6818067249/index.html,"106.8
																									万円","93.8
																								万円","2016
(H28)","7.8
万km",車検整備付,なし,保証付,シエンタ 1.5 G ウェルキャブ 助手席回転チルトシート車 Bタイプ 4WD 純正ナビ(NSZT-E66T) バックモニター 両側パワースライドドア トヨタセーフティセンス LEDヘッドライト ETC ステアリングリモコン レーンアシスト スマートキー スペアキー 横滑り防止,赤Ｍ,富山県,インディオ富山
https://www.carsensor.net/static/cmn/img/loading/animation_S.gif,https://www.carsensor.net/usedcar/detail/AU6846681400/index.html,"108.9
																									万円","99.8
																								万円","2017
(H29)","1.5
万km",車検整備付,なし,保証付,シエンタ 1.5 X パワースライドドア シートヒーター スマートキー プッシュスタート 純正ナビ Bluetooth 純正アルミホイール アイドリングストップ エアコン ウィンカーミラー 電動格納ミラー 横滑り防止装置 パワーウィンドウ,銀Ｍ,大阪府,Ｋ　Ｐｒｏｄｕｃｅ　ｎｉｃｅ　　ケイ　プロデュース　ナイス コンパクト・ハイブリッド専門店
